title,main_author,publication_year,country,design,subpopulation_studied,condition_name,outcome_name,stat_name,findings
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Suicidality,STI diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,CSA,Sexual risk behaviors,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,CSA,HIV diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,CSA,STI diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Polysubstance use,Sexual risk behaviors,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Polysubstance use,HIV diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Polysubstance use,STI diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Alcohol Use Disorder,Sexual risk behaviors,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Alcohol Use Disorder,HIV diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Alcohol Use Disorder,STI diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Discrimination,Sexual risk behaviors,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Discrimination,HIV diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
Prospective Effects of a Syndemic on HIV and STI Incidence and Risk Behaviors in a Cohort of Young Men Who Have Sex with Men.,Mustanski et al.,2017,USA,Longitudinal,Young MSM,Discrimination,STI diagnosis,Structural Equation Modeling,"The study found evidence of a predictive ability of syndemic factors on sexual risk behaviors but there were no association with HIV/STI incidence.  Furthermore, Black YMSM had both the highest seroconversion rate in the sample and a lesser burden in syndemic conditons compared to White and Latino YMSM, questioning the usefulness of syndemic theory on Black MSM or the need to take into account other syndemic conditions to explain the high rates of HIV acquisition among Black MSM"
